College_Name,Zone ,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
ITM Business School Kharghar ,Western ,Maharashtra,Management,"4,95,000",0,7.6,8.1,6.6,8.1,7.3,7.3,7.9
Symbiosis Institute of Operations Management ,Western ,Maharashtra,Management,"12,20,000","20,000",8.6,9.4,8.5,8.5,7.8,8.8,8.6
Symbiosis Institute of Digital and Telecom Management ,Western ,Maharashtra,Management,"6,60,000",0,8.9,8.9,8.7,8.9,9.1,8.8,8.7
Pune Institute of Business Management ,Western ,Maharashtra,Management,"7,95,000","2,00,000",7.4,7.6,6.8,8,7.1,7.9,6.7
Vaikunth Mehta National Institute of Co-Operative Management ,Western ,Maharashtra,Management,"40,000","22,000",7.8,7.7,7.6,7.7,7.7,8.1,7.8
N. L. Dalmia Institute of Management Studies ,Western ,Maharashtra,Management,"10,20,000",0,8.2,8.4,7.4,8.4,8.8,7.9,8.2
International School of Business and Media ,Western ,Maharashtra,Management,"6,85,000",0,8.2,8.3,7.3,8.3,8.2,8.1,9
Universal Business School ,Western ,Maharashtra,Management,"4,28,000","10,98,000",8.6,8.8,8.2,8.8,8.7,8.2,8.7
Balaji Institute of Management and Human Resource ,Western ,Maharashtra,Management,"5,30,000",0,8.8,8.8,8.6,9.2,9,8.7,8.6
IIEBM Indus Business School ,Western ,Maharashtra,Management,"4,10,000",0,6.6,7.5,6.9,6.3,7.4,6.3,5.2
DY Patil University's School of Management ,Western ,Maharashtra,Management,"1,20,000","4,20,000",6.9,7.1,6,7.6,7,6.2,7.3
Symbiosis Centre for Information Technology ,Western ,Maharashtra,Management,"6,20,000","1,53,000",8,8.3,8,7.5,8,7.9,8.2
Neville Wadia Institute of Management Studies and ,Western ,Maharashtra,Management,"1,70,000",0,6.7,6.5,6.1,7.2,6.8,6.9,6.8
Bharati Vidyapeeth Institute of Management Studies & ,Western ,Maharashtra,Management,"4,00,000",0,6.7,6.6,6.3,7.4,7.3,5.8,7
MIT College of Management ,Western ,Maharashtra,Management,"1,66,340","15,00,000",7.4,8.1,5.8,8.2,8.3,6.4,7.6
"Fergusson College, Pune ",Western ,Maharashtra,Science,"11,135","50,780",8.1,8.5,7.3,8.2,8.5,7.1,8.7
"St. Xavier's College, Mumbai ",Western ,Maharashtra,Science,"7,187","15,674",8.2,8.7,7.3,8.3,8.8,7.6,8.7
D.G. Ruparel College of Arts Science and ,Western ,Maharashtra,Science,"7,005",0,7.9,8.3,7.5,8.1,8.6,6.8,8.2
"Mithibai College of Arts, Mumbai ",Western ,Maharashtra,Science,"55,000","50,000",8.5,8.5,8.3,8.4,8.9,7.6,9
"Ramnarain Ruia Autonomous College, Mumbai ",Western ,Maharashtra,Science,"37,295","7,450",7.9,8.4,7,8,8.4,6.6,8.9
B.K Birla College Of Arts Science & ,Western ,Maharashtra,Science,"28,800","10,270",7.6,8,6.5,8.1,8.1,6.6,8
Jai Hind College ,Western ,Maharashtra,Science,"6,130","13,602",8.5,8.5,8.3,8.5,8.4,7.8,9.2
Kishinchand Chellaram College ,Western ,Maharashtra,Science,"10,735","50,920",8.3,8.6,7.9,8.5,8.4,7.4,8.7
Rajiv Gandhi Institute of Information Technology and ,Western ,Maharashtra,Science,"70,000","1,05,000",8.3,8.6,7.4,9.6,8.1,7.4,8.8
"Sophia College for Women, Mumbai ",Western ,Maharashtra,Science,"47,340",0,8.6,9.1,8.4,9.1,9.5,6.6,9
IIT Bombay ,Western ,Maharashtra,Science,"38,000","2,28,000",8.9,9.3,7.9,8.7,8.9,9.1,9.2
Institute of Chemical Technology ,Western ,Maharashtra,Science,"55,750","64,500",8.7,9.1,8.1,8.9,8.7,8.4,9.1
Savitribai Phule Pune University ,Western ,Maharashtra,Science,"21,000","5,850",7.6,8.1,7.1,7.9,7.9,6.8,7.5
Dr DY Patil Vidyapeeth ,Western ,Maharashtra,Science,"1,25,000",0,8.4,8.9,8.4,8.4,8.6,7.3,9
"DY Patil University, Navi Mumbai ",Western ,Maharashtra,Science,"1,20,000","1,25,000",7.5,7.3,7.1,7.7,7.5,7.4,7.8
"Narsee Monjee College of Commerce and Economics, ",Western ,Maharashtra,Science,"40,000",0,8.3,8.7,7.5,8.4,8.5,7.8,8.6
SP Jain Institute of Management and Research ,Western ,Maharashtra,Science,0,0,8.7,9,8.3,9,8.8,9,8.1
Mahatma Phule Krishi Vidyapeeth ,Western ,Maharashtra,Science,0,0,8.3,8.1,8,8.6,8.7,7.9,8.4
"Jamnalal Bajaj Institute of Management Studies -[JBIMS], ",Western ,Maharashtra,Science,"3,04,000",0,8.8,9.1,8.6,9.1,8.7,9.2,8.3
"RA Podar College of Commerce and Economics, ",Western ,Maharashtra,Science,500,0,7.7,8.8,6.8,8.1,7.4,7.1,8.2
"Government Dental College & Hospital, Aurangabad ",Western ,Maharashtra,Science,0,0,7.4,9,5,8.3,6,8.3,7.7
Armed Forces Medical College ,Western ,Maharashtra,Science,0,0,9.7,9.4,9.7,9.7,9.6,9.9,9.9
Narsee Monjee Institute of Management Studies ,Western ,Maharashtra,Science,"1,52,000","1,77,000",8.1,8.4,7.6,8.5,8.1,7.9,8.2
ILS Law College ,Western ,Maharashtra,Science,0,0,7.3,8,5.6,7.7,7.7,6.6,8
Visvesvaraya National Institute of Technology ,Western ,Maharashtra,Science,"59,800","34,800",8.1,8.3,7.5,8,8.4,7.7,8.7
Grant Medical College and Sir J. J. ,Western ,Maharashtra,Science,0,0,8.8,8.5,8.2,8.4,9.1,9.1,9.7
Seth GS Medical College ,Western ,Maharashtra,Science,"67,230","67,230",8,8.8,6.7,7.6,8,8.2,8.4
Central Institute of Fisheries Education ,Western ,Maharashtra,Science,"16,700","16,700",8.9,9,9.7,8.5,9.7,8.2,8.4
St Andrew's College of Arts Science and ,Western ,Maharashtra,Science,"25,197",0,8.2,8.4,7.2,8.3,8.6,7.6,8.8
Modern College of Arts Science and Commerce ,Western ,Maharashtra,Science,0,0,7.5,8,6.6,8.3,7.3,6.9,7.6
"St. Xavier's College, Mumbai ",Western ,Maharashtra,Commerce,"5,537",0,8.2,8.7,7.3,8.3,8.8,7.6,8.7
"Narsee Monjee College of Commerce and Economics, ",Western ,Maharashtra,Commerce,"35,000","32,000",8.3,8.7,7.5,8.4,8.5,7.8,8.6
"RA Podar College of Commerce and Economics, ",Western ,Maharashtra,Commerce,"40,900","12,600",7.7,8.8,6.8,8.1,7.4,7.1,8.2
"Symbiosis College of Arts and Commerce, Pune ",Western ,Maharashtra,Commerce,"19,100","40,511",8.3,8.8,7.5,8.6,7.7,8.2,8.9
"HR College of Commerce and Economics, Mumbai ",Western ,Maharashtra,Commerce,"18,162","14,722",7.9,8.6,7.2,8.3,6.4,8.5,8.6
K J Somaiya College of Arts & ,Western ,Maharashtra,Commerce,"9,995","13,230",8.1,8.1,8.4,7.8,8.8,7,8.5
"Sydenham College of Commerce & Economics, Mumbai ",Western ,Maharashtra,Commerce,"5,415","8,165",7.8,8.2,7.2,8.1,7.2,7.7,8.4
KPB Hinduja College of Commerce ,Western ,Maharashtra,Commerce,"14,831",0,7.3,7.7,6.6,8.3,6.8,6.2,8.2
"Mithibai College of Arts, Mumbai ",Western ,Maharashtra,Commerce,"95,000","35,000",8.5,8.5,8.3,8.4,8.9,7.6,9
Brihan Maharashtra College of Commerce ,Western ,Maharashtra,Commerce,"9,750","7,225",8.3,8.8,7.2,8.6,8.6,7.6,8.9
Kishinchand Chellaram College ,Western ,Maharashtra,Commerce,"9,535","32,920",8.3,8.6,7.9,8.5,8.4,7.4,8.7
"Mulund College of Commerce, Mumbai ",Western ,Maharashtra,Commerce,"18,850","12,365",7.7,8.4,6.9,8.6,7.1,7.2,7.9
B.K Birla College Of Arts Science & ,Western ,Maharashtra,Commerce,"12,950","11,715",7.6,8,6.5,8.1,8.1,6.6,8
Kelkar Education Trust's V.G. Vaze College of ,Western ,Maharashtra,Commerce,"20,366","16,552",8.4,8.9,7.8,8.7,8.7,7.7,8.7
"St. Mira's College for Girls, Pune ",Western ,Maharashtra,Commerce,"19,350","4,000",6.9,7.2,6.1,8.3,6.8,5.6,7.2
IIT Bombay ,Western ,Maharashtra,Commerce,"73,000",0,8.9,9.3,7.9,8.7,8.9,9.1,9.2
D.G. Ruparel College of Arts Science and ,Western ,Maharashtra,Commerce,"5,805",0,7.9,8.3,7.5,8.1,8.6,6.8,8.2
"Ramnarain Ruia Autonomous College, Mumbai ",Western ,Maharashtra,Commerce,0,0,7.9,8.4,7,8,8.4,6.6,8.9
Savitribai Phule Pune University ,Western ,Maharashtra,Commerce,0,0,7.6,8.1,7.1,7.9,7.9,6.8,7.5
Jai Hind College ,Western ,Maharashtra,Commerce,"5,330","14,947",8.5,8.5,8.3,8.5,8.4,7.8,9.2
"Sophia College for Women, Mumbai ",Western ,Maharashtra,Commerce,0,0,8.6,9.1,8.4,9.1,9.5,6.6,9
Narsee Monjee Institute of Management Studies ,Western ,Maharashtra,Commerce,"2,02,000",0,8.1,8.4,7.6,8.5,8.1,7.9,8.2
St Andrew's College of Arts Science and ,Western ,Maharashtra,Commerce,"19,087","16,125",8.2,8.4,7.2,8.3,8.6,7.6,8.8
Modern College of Arts Science and Commerce ,Western ,Maharashtra,Commerce,0,0,7.5,8,6.6,8.3,7.3,6.9,7.6
Mumbai University ,Western ,Maharashtra,Commerce,"3,680","21,720",7.2,7.6,6.5,7.9,7.4,6.6,7
"Bharati Vidyapeeth New Law College -[NLC], Pune ",Western ,Maharashtra,Commerce,0,0,7.1,7.9,6.1,8,6.4,6.5,7.4
Prin. L. N. Welingkar Institute of Management ,Western ,Maharashtra,Commerce,"12,300",0,8,8.4,7.4,8.4,8.2,7.8,7.9
National Institute of Management ,Western ,Maharashtra,Commerce,"45,700","40,700",10,0,0,0,0,0,0
"Wilson College, Mumbai ",Western ,Maharashtra,Commerce,"4,170",0,7.4,7.7,6.7,7.9,7.7,6.1,8.3
"Elphinstone College, Mumbai ",Western ,Maharashtra,Commerce,"3,995",0,7.5,8.1,6.8,7.9,7.9,6.5,8
"St. Xavier's College, Mumbai ",Western ,Maharashtra,Arts,"5,537","92,000",8.2,8.7,7.3,8.3,8.8,7.6,8.7
"Fergusson College, Pune ",Western ,Maharashtra,Arts,"9,355","9,680",8.1,8.5,7.3,8.2,8.5,7.1,8.7
K J Somaiya College of Arts & ,Western ,Maharashtra,Arts,"8,795","16,850",8.1,8.1,8.4,7.8,8.8,7,8.5
Jai Hind College ,Western ,Maharashtra,Arts,"5,730",0,8.5,8.5,8.3,8.5,8.4,7.8,9.2
"Ramnarain Ruia Autonomous College, Mumbai ",Western ,Maharashtra,Arts,"4,825",0,7.9,8.4,7,8,8.4,6.6,8.9
Kishinchand Chellaram College ,Western ,Maharashtra,Arts,"24,920","10,815",8.3,8.6,7.9,8.5,8.4,7.4,8.7
St Andrew's College of Arts Science and ,Western ,Maharashtra,Arts,"4,350",0,8.2,8.4,7.2,8.3,8.6,7.6,8.8
Modern College of Arts Science and Commerce ,Western ,Maharashtra,Arts,0,0,7.5,8,6.6,8.3,7.3,6.9,7.6
"Sophia College for Women, Mumbai ",Western ,Maharashtra,Arts,"40,140",0,8.6,9.1,8.4,9.1,9.5,6.6,9
"St. Mira's College for Girls, Pune ",Western ,Maharashtra,Arts,"19,350","14,800",6.9,7.2,6.1,8.3,6.8,5.6,7.2
Kelkar Education Trust's V.G. Vaze College of ,Western ,Maharashtra,Arts,"6,166","10,540",8.4,8.9,7.8,8.7,8.7,7.7,8.7
"M.E.S. Abasaheb Garware College, Pune ",Western ,Maharashtra,Arts,0,0,8,8.6,7.6,8.6,8.1,7,8.1
"Symbiosis College of Arts and Commerce, Pune ",Western ,Maharashtra,Arts,"19,100","36,511",8.3,8.8,7.5,8.6,7.7,8.2,8.9
"Wilson College, Mumbai ",Western ,Maharashtra,Arts,"4,095",0,7.4,7.7,6.7,7.9,7.7,6.1,8.3
"Elphinstone College, Mumbai ",Western ,Maharashtra,Arts,"3,995",0,7.5,8.1,6.8,7.9,7.9,6.5,8
"Mithibai College of Arts, Mumbai ",Western ,Maharashtra,Arts,"25,000","8,000",8.5,8.5,8.3,8.4,8.9,7.6,9
"Abeda Inamdar Senior College, Pune ",Western ,Maharashtra,Arts,"9,240","10,670",7.6,7.9,7.1,8.2,8.1,6.8,7.5
SIES College of Arts Science and Commerce ,Western ,Maharashtra,Arts,"6,925",0,7.7,8.4,6.6,8.4,7.6,6.9,8.3
Ramniranjan Jhunjhunwala College ,Western ,Maharashtra,Arts,"11,015","5,765",8,8.8,5.9,9.1,7.9,8,8.4
"Vinayakrao Patil Mahavidyalaya, Aurangabad ",Western ,Maharashtra,Arts,"3,385","4,485",7.3,7.5,7,7,8,7,7
St Francis De Sales College ,Western ,Maharashtra,Arts,0,0,8,8.3,7.5,8.7,8.3,6.8,8.4
"Dr. D.Y. Patil Arts, Science and Commerce ",Western ,Maharashtra,Arts,"15,235","13,400",8,8.3,7.3,8.3,8.5,7.4,8.1
"Gramonnati Mandal's Arts, Commerce & Science College ",Western ,Maharashtra,Arts,"7,520",0,6.7,7,6,7,7,6,7
"PWS College of Arts & Commerce, Nagpur ",Western ,Maharashtra,Arts,"6,772","7,444",7.6,8.7,4.3,9.7,8.3,4.7,0
"Hislop College, Nagpur ",Western ,Maharashtra,Arts,"34,331",0,8,8.3,7.2,8.6,8,7.5,8.6
"Poona College of Arts, Science and Commerce ",Western ,Maharashtra,Arts,"5,380","15,920",7,7.4,6.1,8.7,7.7,4.7,7.1
Dr Babasaheb Ambedkar Marathwada University ,Western ,Maharashtra,Arts,"18,136","1,050",7.1,7.4,6.4,8,7.1,5.8,7.8
Dhanwate National College ,Western ,Maharashtra,Arts,0,0,7.4,7.6,6.4,8,8.4,6.2,8
"Vasantrao Naik Mahavidyalaya, Aurangabad ",Western ,Maharashtra,Arts,"3,415",0,5.6,7.5,3.5,8,4.5,3,7
"Yashwantrao Mohite College, Pune ",Western ,Maharashtra,Arts,"10,500","11,500",5,5.8,4.4,5.7,5,4.3,4.6
Institute of Hotel Management Catering Technology and ,Western ,Maharashtra,Hotel-management,"1,21,050","60,000",7.9,8.3,7.2,8.5,7.3,8.4,7.9
"DY Patil University, Navi Mumbai ",Western ,Maharashtra,Hotel-management,"4,50,000","2,50,000",7.5,7.3,7.1,7.7,7.5,7.4,7.8
"Bharati Vidyapeeth University, Institute of Hotel Management ",Western ,Maharashtra,Hotel-management,"1,30,500",0,0,0,0,0,0,0,0
Bharati Vidyapeeth College of Hotel and Tourism ,Western ,Maharashtra,Hotel-management,"1,44,000",0,9.7,0,0,0,0,0,0
AISSMS College of Hotel Management & Catering ,Western ,Maharashtra,Hotel-management,"39,200",0,8,9,6.3,8.3,8,8.6,7.8
Dr. DY Patil Institute of Hotel Management ,Western ,Maharashtra,Hotel-management,"1,90,000",0,7.3,8,6.5,7.3,7.3,7.4,7.3
ITM Institute of Hotel Management ,Western ,Maharashtra,Hotel-management,"2,00,000",0,0,0,0,0,0,0,0
Savitribai Phule Pune University ,Western ,Maharashtra,Hotel-management,0,0,7.6,8.1,7.1,7.9,7.9,6.8,7.5
St Andrew's College of Arts Science and ,Western ,Maharashtra,Hotel-management,0,0,8.2,8.4,7.2,8.3,8.6,7.6,8.8
Mumbai University ,Western ,Maharashtra,Hotel-management,0,0,7.2,7.6,6.5,7.9,7.4,6.6,7
Rashtrasant Tukadoji Maharaj Nagpur University ,Western ,Maharashtra,Hotel-management,"14,335",0,7.5,8,7.2,7.7,7.9,6.9,7.4
"Dr. BMN College of Home Science, Mumbai ",Western ,Maharashtra,Hotel-management,"7,200",0,7.6,8.4,6.2,8.2,8.8,7,6.8
Bharati Vidyapeeth Deemed University ,Western ,Maharashtra,Hotel-management,"1,30,000",0,7.8,8.1,6.8,7.9,8.1,7.7,8.2
"Kapol Vidyanidhi College of Management and Technology, ",Western ,Maharashtra,Hotel-management,0,0,8.5,9,5.5,9.5,0,0,0
Kohinoor International Management Institute ,Western ,Maharashtra,Hotel-management,"1,50,000",0,8.5,8.7,7.7,9,8,8.3,9.3
Shivaji University ,Western ,Maharashtra,Hotel-management,"1,23,000",0,7.6,7.9,7.2,8.1,8.1,6.3,8
Sinhgad Institute of Hotel Management & Catering ,Western ,Maharashtra,Hotel-management,"1,67,592",0,8.4,9,8,8,9,8,0
"Ecole Hoteliere Lavasa, Pune ",Western ,Maharashtra,Hotel-management,"3,52,000",0,3.7,0,0,5,0,5,1
Shri Balasaheb Tirpude College Of Hotel Management ,Western ,Maharashtra,Hotel-management,"88,000",0,7,8,4.7,7.7,7.5,6.8,7.3
"Sophia Polytechnic, Mumbai ",Western ,Maharashtra,Hotel-management,0,0,0,0,0,0,0,0,0
Shreemati Nathibai Damodar Thackersey Women's University ,Western ,Maharashtra,Hotel-management,0,0,7.6,8.2,6.9,8,7.8,7,7.7
"Dina Institute of Hotel Management Hadapsar, Pune ",Western ,Maharashtra,Hotel-management,0,0,0,0,0,0,0,0,0
ITM Institute of Hotel Management ,Western ,Maharashtra,Hotel-management,"2,00,000",0,8.6,8,8.3,9.3,7.7,9.3,9
Suryadatta College of Hospitality Management and Travel ,Western ,Maharashtra,Hotel-management,"40,000","1,10,000",8.5,8.5,7.2,9.1,8.4,8.9,8.8
Arun Muchhala International College of Hotel Managment ,Western ,Maharashtra,Hotel-management,0,0,7,7,0,0,7,7,0
Ajeenkya DY Patil University ,Western ,Maharashtra,Hotel-management,"2,20,000",0,7.7,7.4,7.1,7.9,8.4,7.1,8.3
Tilak Maharashtra Vidyapeeth ,Western ,Maharashtra,Hotel-management,"1,27,000",0,7.1,7.8,6.8,7.3,7.2,6.1,7.1
Indian Institute of Business Management and Studies ,Western ,Maharashtra,Hotel-management,"25,800",0,8.9,9.4,8.8,8.8,9.2,8.8,8.3
Trade-wings Institute of management ,Western ,Maharashtra,Hotel-management,0,0,7.6,7.3,7.7,7.7,7.7,7.7,7.3
Chhatrapati Shivaji Maharaj University ,Western ,Maharashtra,Hotel-management,"1,06,100","91,100",9,8.6,9.3,9.3,9,8.4,9.3
Mahatma Phule Krishi Vidyapeeth ,Western ,Maharashtra,Agriculture,"19,100",0,8.3,8.1,8,8.6,8.7,7.9,8.4
Central Institute of Fisheries Education ,Western ,Maharashtra,Agriculture,"16,700",0,8.9,9,9.7,8.5,9.7,8.2,8.4
Mumbai University ,Western ,Maharashtra,Agriculture,"11,700",0,7.2,7.6,6.5,7.9,7.4,6.6,7
Dr DY Patil College of Agriculture Business ,Western ,Maharashtra,Agriculture,"57,000",0,7.2,7.9,7,7.4,8.6,5.8,6.5
"Yashwantrao Chavan Maharashtra Open University- [YCMOU], Nashik ",Western ,Maharashtra,Agriculture,"6,000","6,000",7.4,8.5,6.3,7.6,7.9,7.5,6.4
"Anand Niketan College of Agriculture, Chandrapur ",Western ,Maharashtra,Agriculture,"13,150",0,10,0,0,0,0,0,0
Dr Balasaheb Sawant Konkan Krishi Vidyapeeth ,Western ,Maharashtra,Agriculture,"24,050","19,100",8.4,9,8,8.5,8.9,7.5,8.3
"KK Wagh College of Agriculture, Nashik ",Western ,Maharashtra,Agriculture,"94,000",0,7.5,8,6.1,7.9,8.7,7.1,7.1
Loknete Mohanrao Kadam College of Agriculture ,Western ,Maharashtra,Agriculture,"75,000",0,7.3,8,6,8,8,7,7
"Ramkrishna Bajaj College of Agriculture, Wardha ",Western ,Maharashtra,Agriculture,"40,070",0,6.7,8.6,6,8.3,6.6,5.8,5
Vasantrao Naik Marathwada Krishi Vidyapeeth ,Western ,Maharashtra,Agriculture,"18,850","46,300",8,8.7,7.6,8.2,8.4,7.2,7.9
"Vivekanand College of Agriculture, Buldhana ",Western ,Maharashtra,Agriculture,"65,000",0,7.3,0,0,0,0,0,0
Bharati Vidyapeeth Deemed University ,Western ,Maharashtra,Agriculture,0,0,7.8,8.1,6.8,7.9,8.1,7.7,8.2
Shivaji University ,Western ,Maharashtra,Agriculture,0,0,7.6,7.9,7.2,8.1,8.1,6.3,8
Bombay Veterinary College ,Western ,Maharashtra,Agriculture,"20,300",0,7.1,7.6,6.6,7.7,6.3,6.4,8.1
National Research Centre For Citrus ,Western ,Maharashtra,Agriculture,0,0,0,0,0,0,0,0,0
Shreemati Nathibai Damodar Thackersey Women's University ,Western ,Maharashtra,Agriculture,"10,550",0,7.6,8.2,6.9,8,7.8,7,7.7
"College of Agriculture, Pune ",Western ,Maharashtra,Agriculture,"79,000",0,8.2,8.9,7.9,7.9,8.5,7.6,8.3
Dr. Panjabrao Deshmukh Krishi Vidyapeeth ,Western ,Maharashtra,Agriculture,"25,120","19,100",8.9,9.3,9,9,9.5,8.1,8.6
"College of Agricultural Biotechnology, Pune ",Western ,Maharashtra,Agriculture,0,0,7.9,8.6,7.1,8.1,8.1,6.9,8.8
Ramniranjan Jhunjhunwala College ,Western ,Maharashtra,Agriculture,"43,015",0,8,8.8,5.9,9.1,7.9,8,8.4
"Ramnarain Ruia Autonomous College, Mumbai ",Western ,Maharashtra,Agriculture,0,0,7.9,8.4,7,8,8.4,6.6,8.9
Savitribai Phule Pune University ,Western ,Maharashtra,Agriculture,0,0,7.6,8.1,7.1,7.9,7.9,6.8,7.5
"Elphinstone College, Mumbai ",Western ,Maharashtra,Agriculture,0,0,7.5,8.1,6.8,7.9,7.9,6.5,8
Rashtrasant Tukadoji Maharaj Nagpur University ,Western ,Maharashtra,Agriculture,"27,030",0,7.5,8,7.2,7.7,7.9,6.9,7.4
Tata Institute of Social Sciences ,Western ,Maharashtra,Agriculture,"86,630",0,8.6,9,8.1,8.9,8.6,8.4,8.6
SVKM's Narsee Monjee Institute of Management Studies ,Western ,Maharashtra,Agriculture,"1,02,000",0,8.2,8.3,8.4,8.1,8.8,7.4,8.1
"Ecole Hoteliere Lavasa, Pune ",Western ,Maharashtra,Agriculture,"9,00,000",0,3.7,0,0,5,0,5,1
Nagpur Veterinary College ,Western ,Maharashtra,Agriculture,"3,725",0,8.6,8.6,9,8.6,8.4,8,8.8
Garware Institute of Career Education and Development ,Western ,Maharashtra,Agriculture,"59,100",0,7.1,6.8,6.3,7.7,7,7.7,7.2
Dr DY Patil Vidyapeeth ,Western ,Maharashtra,Medical,"3,95,000","1,90,000",8.4,8.9,8.4,8.4,8.6,7.3,9
Armed Forces Medical College ,Western ,Maharashtra,Medical,"34,000","31,870",9.7,9.4,9.7,9.7,9.6,9.9,9.9
Grant Medical College and Sir J. J. ,Western ,Maharashtra,Medical,0,0,8.8,8.5,8.2,8.4,9.1,9.1,9.7
Seth GS Medical College ,Western ,Maharashtra,Medical,"67,230","67,230",8,8.8,6.7,7.6,8,8.2,8.4
Mahatma Gandhi Institute of Medical Sciences ,Western ,Maharashtra,Medical,"75,200","92,900",8.1,8.7,7.9,7.9,7.7,8.6,7.5
"Lokmanya Tilak Municipal Medical College-[LTMMC], Mumbai ",Western ,Maharashtra,Medical,"44,335","44,335",7.2,8.2,5,7.7,6.3,8.3,7.7
Byramjee Jeejeebhoy Government Medical College ,Western ,Maharashtra,Medical,"47,500","1,04,400",8.2,8.2,7.4,8.5,7.8,8.4,8.8
K.J. Somaiya Medical College & Research Centre ,Western ,Maharashtra,Medical,"10,25,000","8,00,000",7.6,8.3,6.5,8.6,6,8.8,7.6
Dr DY Patil Medical College Hospital and ,Western ,Maharashtra,Medical,"19,00,000","25,00,000",7.6,7.9,6.6,7.6,7.9,7.5,8
"Government Medical College and Hospital, Aurangabad ",Western ,Maharashtra,Medical,"1,07,710",0,8.1,8.8,7.4,8.4,7.6,8.6,7.7
"Government Medical College, Latur ",Western ,Maharashtra,Medical,"98,830","71,230",7.9,7.5,7.5,8.2,7.5,8.7,7.8
"MGM Medical College, Navi Mumbai ",Western ,Maharashtra,Medical,"95,000","25,00,000",7.2,7.8,6,7.7,7,7.5,7
"D Y Patil Medical College, Kolhapur ",Western ,Maharashtra,Medical,"22,00,000","32,20,000",6.7,7,5.6,7.4,6.4,6.6,7
"St. Xavier's College, Mumbai ",Western ,Maharashtra,Medical,"65,000",0,8.2,8.7,7.3,8.3,8.8,7.6,8.7
"Shailesh J. Mehta School of Management, IIT ",Western ,Maharashtra,Medical,"23,600",0,8,8.3,7.9,8.5,8.5,8.4,6.6
Savitribai Phule Pune University ,Western ,Maharashtra,Medical,0,0,7.6,8.1,7.1,7.9,7.9,6.8,7.5
"DY Patil University, Navi Mumbai ",Western ,Maharashtra,Medical,"6,00,000","6,15,000",7.5,7.3,7.1,7.7,7.5,7.4,7.8
Narsee Monjee Institute of Management Studies ,Western ,Maharashtra,Medical,"3,27,000",0,8.1,8.4,7.6,8.5,8.1,7.9,8.2
Mumbai University ,Western ,Maharashtra,Medical,"44,000","3,450",7.2,7.6,6.5,7.9,7.4,6.6,7
Maharashtra Institute of Medical Education and Research ,Western ,Maharashtra,Medical,"9,56,025","8,00,000",8.1,8.8,8.3,8,8.5,7.6,7.5
Smt Kashibai Navale Medical College and General ,Western ,Maharashtra,Medical,"13,40,000","10,55,000",7.2,7.4,6.4,8,7.6,7,7
Rashtrasant Tukadoji Maharaj Nagpur University ,Western ,Maharashtra,Medical,"27,030","27,030",7.5,8,7.2,7.7,7.9,6.9,7.4
Dr. Vithalrao Vikhe Patil Foundation's Medical College ,Western ,Maharashtra,Medical,"8,15,000","8,00,000",8.3,8.5,7.4,8.6,9.4,8.3,7.4
Bharati Vidyapeeth Deemed University ,Western ,Maharashtra,Medical,"1,00,000","25,000",7.8,8.1,6.8,7.9,8.1,7.7,8.2
"Yashwantrao Chavan Maharashtra Open University- [YCMOU], Nashik ",Western ,Maharashtra,Medical,"14,500","25,000",7.4,8.5,6.3,7.6,7.9,7.5,6.4
Krishna Institute of Medical Sciences University ,Western ,Maharashtra,Medical,"1,05,000","21,00,000",8.1,8.4,7,7.8,9.1,8.2,8.3
Indira Gandhi Government Medical College & Hospital ,Western ,Maharashtra,Medical,"84,150","84,150",8,8.9,8.1,8,7.5,8.3,7.4
Shivaji University ,Western ,Maharashtra,Medical,0,0,7.6,7.9,7.2,8.1,8.1,6.3,8
MIT World Peace University ,Western ,Maharashtra,Medical,"1,50,000",0,8,8.1,7,8,8.5,7.7,8.4
Tata Institute of Social Sciences ,Western ,Maharashtra,Medical,"64,500","1,20,000",8.6,9,8.1,8.9,8.6,8.4,8.6
Institute of Chemical Technology ,Western ,Maharashtra,Pharmacy,"70,750","64,500",8.7,9.1,8.1,8.9,8.7,8.4,9.1
"Poona College of Pharmacy, Pune ",Western ,Maharashtra,Pharmacy,"1,25,000","50,000",8.1,9,7.5,8.1,8.5,7.5,8.2
Bombay College of Pharmacy ,Western ,Maharashtra,Pharmacy,"2,16,568","41,633",8.7,9,8.4,8.9,9.2,8.2,8.5
